FV5.a A,nMH,München Hbf,,00:51:42,1434893
FV5.a A,nMAOZ,Abzw Mü-Obermenz,,00:55:48,1434894
FV5.a A,nMPE,Petershausen,,01:07:00,1434895
FV5.a A,nMRBI,Rohrbach (Ilm),,01:15:54,1434896
FV5.a A,nMIH,Ingolstadt Hbf,01:26:42,01:28:42,1434897
FV5.a A,nMIN,Ingolstadt Nord,,01:29:36,1434898
FV5.a A,nNRWD,Abzw Reichswald,,01:51:42,1434899
FV5.a A,nNN,Nürnberg Hbf,01:57:42,02:00:42,1434900
FV5.a A,nNNDO,Bft Nür-Doos,,02:04:06,1434901
FV5.a A,nYNSEU,Seukendorf Ubf,,02:08:06,1434902
FV5.a A,nYNRTDA,Rottendorf Abzw.,,02:26:06,1434903
FV5.a A,nNWH,Würzburg Hbf,02:29:42,02:31:42,1434904
FV5.a A,nNRB,Rohrbach,,02:41:30,1434905
FV5.a A,nNMOT,Mottgers,,02:51:42,1434906
FV5.a A,nFFU,Fulda,03:02:48,03:04:48,1434907
FV5.a A,nFKW,Ksl-Wilhelmshöhe,03:33:48,03:35:48,1434908
FV5.a A,nHJD,Jühnde,,03:49:30,1434909
FV5.a A,nHG,Göttingen,03:54:42,03:57:42,1434910
FV5.a A,nHSOR,Abzw Sorsum,,04:17:36,1434911
FV5.a A,nHHML,Bft H-Mes-Laatzn,,04:23:42,1434912
FV5.a A,nHH,Hannover Hbf,04:29:42,04:33:42,1434913
FV5.a A,nHIHG,Isernhagen,,04:43:42,1434914
FV5.a A,nYASET,Abzw. Seevetal,,05:16:12,1434915
FV5.a A,nAMA,Maschen Pbf,,05:19:48,1434916
FV5.a A,nAHAR,Hmb-Harburg,05:23:42,05:25:42,1434917
FV5.a A,nAH,Hamburg Hbf,05:35:42,05:38:42,1434918
FV5.a A,nADF,Hamburg Dammtor,05:42:12,05:44:12,1434919
FV5.a A,nAAR,Abzw Rainweg,,05:48:12,1434920
FV5.a A,nAAN,Hamburg-Altona Nord,05:50:12,,1434921
