FV8 B,nAAN,Hamburg-Altona Nord,,00:56:42,1378493
FV8 B,nAAR,Abzw Rainweg,,00:59:12,1378494
FV8 B,nADF,Hamburg Dammtor,01:02:42,01:04:42,1378495
FV8 B,nAH,Hamburg Hbf,01:07:42,01:11:42,1378496
FV8 B,nAHAR,Hmb-Harburg,01:21:42,01:23:42,1378497
FV8 B,nAMA,Maschen Pbf,,01:27:36,1378498
FV8 B,nYASET,Abzw. Seevetal,,01:31:12,1378499
FV8 B,nHIHG,Isernhagen,,02:04:42,1378500
FV8 B,nHH,Hannover Hbf,02:14:42,02:17:42,1378501
FV8 B,nHHML,Bft H-Mes-Laatzn,,02:23:18,1378502
FV8 B,nHSOR,Abzw Sorsum,,02:29:54,1378503
FV8 B,nHG,Göttingen,02:51:42,02:53:42,1378504
FV8 B,nHJD,Jühnde,,03:00:00,1378505
FV8 B,nFKW,Ksl-Wilhelmshöhe,03:12:42,03:14:42,1378506
FV8 B,nFFU,Fulda,,03:47:12,1378507
FV8 B,nFFU_x0020_B,Bft Bronnzell,,03:49:12,1378508
FV8 B,nYFMKBA,Abzw. Mittelkalbach,,03:51:48,1378509
FV8 B,nFGEL,Gelnhausen,,04:02:12,1378510
FV8 B,nFHME,Hailer-Meerholz,,04:03:06,1378511
FV8 B,nFNMI,Niedermittlau Hp,,04:04:06,1378512
FV8 B,nFSLB,Langenselbold,,04:05:24,1378513
FV8 B,nFROD,Rodenbach/Hu Hp,,04:06:36,1378514
FV8 B,nFH_x0020__x0020_N,Hanau Nordseite,,04:09:48,1378515
FV8 B,nFO,Offenbach (Main) Hbf,,04:16:36,1378516
FV8 B,nYFOWA,Offenbach West Abzw.,,04:17:06,1378517
FV8 B,nYFFF,Frankfurt (Main) Hbf Fernbahn,04:21:42,04:25:42,1378518
FV8 B,nFNI_x0020_B,Frankfurt-Niederrad Brücke,,04:28:12,1378519
FV8 B,nFSP,Ffm Stadion,,04:30:42,1378520
FV8 B,nFSP_x0020_S,Bft Ffm Stad Süd,,04:31:42,1378521
FV8 B,nFZEP,Zeppelinheim,,04:33:12,1378522
FV8 B,nRMW_x0020_G,Bft Waldhof Gbf,,04:50:54,1378523
FV8 B,nRMW,Mannheim-Waldhof,,04:51:42,1378524
FV8 B,nRM,Mannheim Hbf,04:55:42,05:02:42,1378525
FV8 B,nRSAB,Abzw Saalbach,,05:13:12,1378526
FV8 B,nRROL,Abzw Rollenberg,,05:16:42,1378527
FV8 B,nRKT,Kraichtal,,05:19:18,1378528
FV8 B,nYTLAA,Langes Feld Abzw.,,05:29:00,1378529
FV8 B,nYTKTA,Kriegsbergturm Abzw.,,05:32:06,1378530
FV8 B,nTS_x0020_F,Stuttgart Hbf,05:33:42,05:37:42,1378531
FV8 B,nTSHE,Abzw. Heerstrasse,,05:42:42,1378532
FV8 B,nTOBBA,Abzw. Oberboihingen,,05:47:12,1378533
FV8 B,nTU,Ulm Hbf,06:04:42,06:06:42,1378534
FV8 B,nMNM,Neu Ulm,,06:08:42,1378535
FV8 B,nMUFH,Unterfahlheim,,06:12:42,1378536
FV8 B,nMAHI,Bft A Hirbl Str,,06:30:06,1378537
FV8 B,nMAOB,Bft Augsb-Oberh.,,06:31:06,1378538
FV8 B,nMA,Augsburg Hbf,06:32:42,06:34:42,1378539
FV8 B,nMAHA,Bft Au-Haunst,,06:36:42,1378540
FV8 B,nMMRU,MMRU,,06:43:54,1378541
FV8 B,nMOL,Olching,,06:52:00,1378542
FV8 B,nMP,Mü-Pasing,06:57:36,06:59:36,1378543
FV8 B,nMH,München Hbf,07:05:36,,1378544
