FV6.a B,nTNU,Nürtingen,,01:45:00,1539725
FV6.a B,nTOBB,Oberboihingen Hp,,01:47:30,1539726
FV6.a B,nT427P,T427P,,01:47:42,1539727
FV6.a B,nTOBBA,Abzw. Oberboihingen,,01:48:30,1539728
FV6.a B,nTSPL,Abzw. Plieningen,,01:52:30,1539729
FV6.a B,nTSHE,Abzw. Heerstrasse,,01:53:30,1539730
FV6.a B,nTS_x0020_F,Stuttgart Hbf,01:59:30,02:06:48,1539731
FV6.a B,nYTKBA,Killesberg Abzw.,,02:08:24,1539732
FV6.a B,nYTLAA,Langes Feld Abzw.,,02:12:06,1539733
FV6.a B,nTGLM,Üst Glems,,02:13:12,1539734
FV6.a B,nTV,Vaihingen (Enz),,02:16:06,1539735
FV6.a B,nRKT,Kraichtal,,02:21:48,1539736
FV6.a B,nRROL,Abzw Rollenberg,,02:24:24,1539737
FV6.a B,nRSAB,Abzw Saalbach,,02:27:54,1539738
FV6.a B,nRHK,Hockenheim,,02:30:42,1539739
FV6.a B,nRM,Mannheim Hbf,02:37:48,02:39:48,1539740
FV6.a B,nRMW,Mannheim-Waldhof,,02:43:48,1539741
FV6.a B,nRMW_x0020_G,Bft Waldhof Gbf,,02:44:36,1539742
FV6.a B,nFZEP,Zeppelinheim,,03:02:18,1539743
FV6.a B,nFSP_x0020_S,Bft Ffm Stad Süd,,03:03:06,1539744
FV6.a B,nFSP,Ffm Stadion,,03:04:18,1539745
FV6.a B,nFNI_x0020_B,Frankfurt-Niederrad Brücke,,03:06:48,1539746
FV6.a B,nYFFF,Frankfurt (Main) Hbf Fernbahn,03:09:42,03:13:42,1539747
FV6.a B,nYFOWA,Offenbach West Abzw.,,03:17:48,1539748
FV6.a B,nFO,Offenbach (Main) Hbf,,03:18:18,1539749
FV6.a B,nFH_x0020__x0020_N,Hanau Nordseite,,03:23:54,1539750
FV6.a B,nFROD,Rodenbach/Hu Hp,,03:26:48,1539751
FV6.a B,nFSLB,Langenselbold,,03:28:00,1539752
FV6.a B,nFNMI,Niedermittlau Hp,,03:29:18,1539753
FV6.a B,nFHME,Hailer-Meerholz,,03:30:18,1539754
FV6.a B,nFGEL,Gelnhausen,,03:31:12,1539755
FV6.a B,nYFMKBA,Abzw. Mittelkalbach,,03:43:12,1539756
FV6.a B,nFFU_x0020_B,Bft Bronnzell,,03:46:12,1539757
FV6.a B,nFFU,Fulda,,03:48:12,1539758
FV6.a B,nFKW,Ksl-Wilhelmshöhe,04:18:42,04:20:42,1539759
FV6.a B,nHJD,Jühnde,,04:34:12,1539760
FV6.a B,nHG,Göttingen,,04:39:42,1539761
FV6.a B,nHSOR,Abzw Sorsum,,05:00:36,1539762
FV6.a B,nHHML,Bft H-Mes-Laatzn,,05:07:54,1539763
FV6.a B,nHH,Hannover Hbf,05:13:42,05:16:42,1539764
FV6.a B,nHIHG,Isernhagen,,05:26:42,1539765
FV6.a B,nYASET,Abzw. Seevetal,,06:00:12,1539766
FV6.a B,nAMA,Maschen Pbf,,06:03:48,1539767
FV6.a B,nAHAR,Hmb-Harburg,06:07:42,06:09:42,1539768
FV6.a B,nAH,Hamburg Hbf,06:19:42,06:26:42,1539769
FV6.a B,nADF,Hamburg Dammtor,06:30:12,06:32:12,1539770
FV6.a B,nAAR,Abzw Rainweg,,06:35:42,1539771
FV6.a B,nAAN,Hamburg-Altona Nord,06:37:42,,1539772
