FV8 B,nMH,München Hbf,,00:55:48,1380293
FV8 B,nMP,Mü-Pasing,01:02:48,01:04:48,1380294
FV8 B,nMOL,Olching,,01:10:24,1380295
FV8 B,nMMRU,MMRU,,01:18:30,1380296
FV8 B,nMAHA,Bft Au-Haunst,,01:24:42,1380297
FV8 B,nMA,Augsburg Hbf,01:26:42,01:28:42,1380298
FV8 B,nMAOB,Bft Augsb-Oberh.,,01:30:06,1380299
FV8 B,nMAHI,Bft A Hirbl Str,,01:31:18,1380300
FV8 B,nMUFH,Unterfahlheim,,01:48:42,1380301
FV8 B,nMNM,Neu Ulm,,01:52:42,1380302
FV8 B,nTU,Ulm Hbf,01:54:42,01:56:42,1380303
FV8 B,nTOBBA,Abzw. Oberboihingen,,02:14:48,1380304
FV8 B,nTSHE,Abzw. Heerstrasse,,02:18:06,1380305
FV8 B,nTS_x0020_F,Stuttgart Hbf,02:22:42,02:27:42,1380306
FV8 B,nYTKBA,Killesberg Abzw.,,02:29:48,1380307
FV8 B,nYTLAA,Langes Feld Abzw.,,02:32:36,1380308
FV8 B,nRKT,Kraichtal,,02:42:06,1380309
FV8 B,nRROL,Abzw Rollenberg,,02:44:42,1380310
FV8 B,nRSAB,Abzw Saalbach,,02:48:12,1380311
FV8 B,nRM,Mannheim Hbf,02:58:42,03:05:42,1380312
FV8 B,nRMW,Mannheim-Waldhof,,03:09:42,1380313
FV8 B,nRMW_x0020_G,Bft Waldhof Gbf,,03:10:30,1380314
FV8 B,nFZEP,Zeppelinheim,,03:28:12,1380315
FV8 B,nFSP,Ffm Stadion,,03:30:12,1380316
FV8 B,nFNI_x0020_B,Frankfurt-Niederrad Brücke,,03:32:42,1380317
FV8 B,nYFFF,Frankfurt (Main) Hbf Fernbahn,03:35:42,03:39:42,1380318
FV8 B,nYFOWA,Offenbach West Abzw.,,03:43:48,1380319
FV8 B,nFO,Offenbach (Main) Hbf,,03:44:48,1380320
FV8 B,nFH_x0020__x0020_N,Hanau Nordseite,,03:50:54,1380321
FV8 B,nFROD,Rodenbach/Hu Hp,,03:53:48,1380322
FV8 B,nFSLB,Langenselbold,,03:55:00,1380323
FV8 B,nFNMI,Niedermittlau Hp,,03:56:18,1380324
FV8 B,nFHME,Hailer-Meerholz,,03:57:18,1380325
FV8 B,nFGEL,Gelnhausen,,03:58:12,1380326
FV8 B,nYFMKBA,Abzw. Mittelkalbach,,04:09:24,1380327
FV8 B,nFFU_x0020_B,Bft Bronnzell,,04:12:12,1380328
FV8 B,nFFU,Fulda,,04:14:12,1380329
FV8 B,nFKW,Ksl-Wilhelmshöhe,04:46:42,04:48:42,1380330
FV8 B,nHJD,Jühnde,,05:02:24,1380331
FV8 B,nHG,Göttingen,05:07:42,05:09:42,1380332
FV8 B,nHSOR,Abzw Sorsum,,05:30:36,1380333
FV8 B,nHHML,Bft H-Mes-Laatzn,,05:37:54,1380334
FV8 B,nHH,Hannover Hbf,05:43:42,05:46:42,1380335
FV8 B,nHIHG,Isernhagen,,05:56:42,1380336
FV8 B,nYASET,Abzw. Seevetal,,06:30:12,1380337
FV8 B,nAMA,Maschen Pbf,,06:33:48,1380338
FV8 B,nAHAR,Hmb-Harburg,06:37:42,06:39:42,1380339
FV8 B,nAH,Hamburg Hbf,06:49:42,06:52:42,1380340
FV8 B,nADF,Hamburg Dammtor,06:55:42,06:57:42,1380341
FV8 B,nAAR,Abzw Rainweg,,07:00:42,1380342
FV8 B,nAAN,Hamburg-Altona Nord,07:03:42,,1380343
