FV91 D,nAK,Kiel Hbf,,01:53:42,1513757
FV91 D,nAN,Neumünster,02:10:06,02:17:36,1513758
FV91 D,nAEL,Elmshorn,02:40:36,02:46:36,1513759
FV91 D,nAP,Pinneberg,,02:54:24,1513760
FV91 D,nALA,Hmb-Langenfd Bbf,,03:00:42,1513761
FV91 D,nAAN,Hamburg-Altona Nord,03:03:42,03:09:42,1513762
FV91 D,nAAR,Abzw Rainweg,,03:12:00,1513763
FV91 D,nADF,Hamburg Dammtor,03:16:00,03:18:00,1513764
FV91 D,nAH,Hamburg Hbf,03:21:30,03:24:30,1513765
FV91 D,nAHAR,Hmb-Harburg,03:34:30,03:36:30,1513766
FV91 D,nAMA,Maschen Pbf,,03:41:00,1513767
FV91 D,nYASET,Abzw. Seevetal,,03:45:00,1513768
FV91 D,nHIHG,Isernhagen,,04:25:30,1513769
FV91 D,nHH,Hannover Hbf,04:35:30,04:40:30,1513770
FV91 D,nHHML,Bft H-Mes-Laatzn,,04:45:54,1513771
FV91 D,nHSOR,Abzw Sorsum,,04:53:18,1513772
FV91 D,nHG,Göttingen,05:18:30,05:25:30,1513773
FV91 D,nHJD,Jühnde,,05:32:48,1513774
FV91 D,nFKW,Ksl-Wilhelmshöhe,05:45:42,05:47:42,1513775
FV91 D,nFFU,Fulda,06:16:42,06:23:42,1513776
FV91 D,nFFU_x0020_B,Bft Bronnzell,,06:26:12,1513777
FV91 D,nNMOT,Mottgers,,06:34:42,1513778
FV91 D,nNRB,Rohrbach,,06:45:36,1513779
FV91 D,nNNB,Üst Neuberg,,06:51:06,1513780
FV91 D,nNWH,Würzburg Hbf,06:54:42,07:04:42,1513781
FV91 D,nYNRTDA,Rottendorf Abzw.,,07:08:12,1513782
FV91 D,nNNDO,Bft Nür-Doos,,07:39:12,1513783
FV91 D,nNN,Nürnberg Hbf,07:44:42,07:50:42,1513784
FV91 D,nNRWD,Abzw Reichswald,,07:55:42,1513785
FV91 D,nNALB,Allersberg,,08:02:42,1513786
FV91 D,nMKIG,Kinding,08:18:36,08:26:36,1513787
FV91 D,nMIN,Ingolstadt Nord,,08:36:30,1513788
FV91 D,nMIH,Ingolstadt Hbf,08:37:42,08:39:42,1513789
FV91 D,nMRBI,Rohrbach (Ilm),,08:48:42,1513790
FV91 D,nMPE,Petershausen,,08:59:18,1513791
FV91 D,nMAOZ,Abzw Mü-Obermenz,,09:09:48,1513792
FV91 D,nMH,München Hbf,09:14:12,,1513793
