Streckennummer:;Anfangkm:;Endekm:;Streckenname:
6261;70.026;80.010;Niederwiesa. W 2 - Chemnitz Hbf. W 168. G-Bahn
6262;-13;2.771;Abzw Chemnitz-Furth. W 2 - Chemnitz-Hilbersdorf. G-Bahn
6263;0;1.578;Küchwald. Gl 3 - Chemnitz-Hilbersdorf. W 14
6264;130;38.672;Schwarzenberg (Erzgeb). W 17 - Zwickau (Sachs) Hbf. W 135
6265;46;12.739;Glauchau-Schönbörnchen. W 2 - Gößnitz. W 39
6266;-21;1.087;Lehndorf (Kr Altenburg). W 10 - Abzw Saara
6267;-21;630;Abzw Werdau Bogendreieck (Zwickauer Spitze). W 3 - Abzw Werdau Bogendreieck (Werdauer Spitze). W 12
6268;-796;33.695;Gößnitz. W 71 - Gera Süd. W 4
6269;-370;60.151;Gera Süd. W 2 - Weischlitz. Gl 15
6270;530;59.459;Plauen (Vogtl) ob Bf. W 30 - Bad Brambach - Bahnverwaltungsgrenze km 51.3 - (Vojtanov)
6271;104.962;109.302;Radebeul West. W 9 - Radebeul Ost. W 6
6272;-132;1.996;Dresden Friedrichstadt. Gl 221 - Dresden-Cotta. W 2
6273;20;19.951;Abzw Zeithain Bogendreieck. W 7 - Elsterwerda
6290;;;Erfurt Eo - Erfurt Hbf
6291;109.039;120.837;Erfurt Hbf. W 743 - Neudietendorf. W 15 (3.Streckengleis)
6292;66.739;67.862;Abzw Erfurt ELN. W 1 - W 24. G-Bahn
6293;32.929;34.812;Weißenfels. W 402 - Abzw Uichteritz. W 1. G-Bahn
6294;785;14.526;Förtha (Kr Eisenach). W 14 - Gerstungen. W 1
6296;0;67.108;Gotha. Gl 28 - Leinefelde. Gl 18
6298;-16;75.486;Neudietendorf. W 28 - Ritschenhausen. W 5
6299;185;48.139;Arnstadt Hbf. W 111b - Saalfeld (Saale). W 68
6300;-339;69.670;Sangerhausen. W 14 - Erfurt Hbf. Gl 5c
6301;65.457;67.908;Abzw Erfurt ELO. W 4 - Erfurt Gbf. W 107. G-Bahn
6302;-690;71.150;Wolkramshausen. W 3 - Erfurt Hbf. Gl 6a
6303;-13;1.680;Großheringen. W 66 - Großheringen. W 303
6304;-57;1.333;Großheringen. Stw Go. W 201 - Großheringen. Stw Gs. W 305
6305;-831;75.205;Abzw Saaleck. W 101 - Saalfeld (Saale). W 73
6306;-270;31.583;Weißenfels. W 173 - Zeitz Pbf. W 217
6307;0;68.301;Weimar. Gl 3 - Gera Hbf. W 246
6309;;;Weimar Güterzugeinfahrt und Güterzugausfahrt
6310;-21;457;Gotha. W 603 - Gotha. W 608. Verbindungskurve
6311;-408;151.793;Eisenach. W 156 - Lichtenfels. W 38                                 ab km 114.228 alte Strecke 5120
6312;67.039;69.230;Abzw Erfurt ELN. W 7 - Erfurt Gbf. W 107. G-Bahn
6313;65.672;67.102;Abzw Erfurt ELO. W 6 - W 656. G-Bahn
6321;223.563;274.406;Stralsund. W 42 - Sassnitz
6322;-152;73.155;Stralsund. W 97 - Rostock Hbf. W 127
6324;-3;2.435;Abzw Stralsund SRG. W 6 - Stralsund Rügendamm. W 11
6325;369;126.476;Neustrelitz. W 27 - Warnemünde
6326;5.293;25.744;Schönwalde. W 5 - Lubmin Werkbf
6327;13.180;61.119;(DB-Grenze) Grambow - Strasburg (Meckl). W 49
6328;70.486;119.585;Angermünde. W 13 - Rosow (DB-Grenze)
6329;-21;2.176;Abzw Kerkow. W 2 - Abzw Erichshagen. W 3
6340;-158;254.878;Halle (Saale) Hbf - NL-Grenze km 191.343 - Guntershausen. W 8                              ab km 191.342 alte Strecke 3800
6341;17.427;19.750;Leuna Werke Nord. W 3 - Leuna Werke Süd. W 13
6342;24.093;30.343;Großkorbetha. W 116 - Weißenfels. W 16. 3. Streckengleis
6343;8;193.940;Halle (Saale) Hbf - NL-Grenze km 168.597 - Hannoversch-Münden. W 376                       ab km 169.164 alte Strecke 3932
6344;-1.936;125.055;Halle (Saale). W 133 - Vienenburg. W 501                            ab km 120.600 alte Strecke 1933
6345;-310;212.441;Halle (Saale) Hbf. Gl 5W - NL-Grenze km 110.0Guben. W 52
6346;727;5.670;Halle (Saale) Gbf. W 465 - Halle Thüringer Bf. W 812
6347;157.192;160.781;Halle (Saale) Gbf Abzw Ab. W 1 - Halle (Saale) Gbf. Stw Hg 12. W 704
6348;2.823;6.566;Halle (Saale) Gbf Abzw AM. W 228 - Peißen. W 5
6349;34;3.160;Halle (Saale) Gbf. Stw Hg 12. W 704 - Halle (Saale). Hbf Abzw. Al. W 1
6350;-48;4.575;Halle (Saale) Gbf Stw Hg 12. W 702 - Halle (Saale) Hbf Abzw Ac. W 19
6351;165;3.826;Halle (Saale) Hbf Abzw At. W 1 - Dieskau. W 5
6352;3.235;5.682;Halle (Saale) Hbf Abzw At. W 9 - Halle-Ammendorf. W 6
6353;4.347;5.694;Halle (Saale) Hbf Abzw Ac. W 33 - Halle-Ammendorf. W 4
6354;0;2.848;Halle (Saale) Hbf Abzw Aw. W 1 - Halle-Ammendorf. W 2
6355;15.047;19.212;Angersdorf. Abzw Awo. W 103 - Halle-Nietleben
6356;-19;19.339;Merseburg - Halle-Nietleben. W 35
6357;14;3.853;Merseburg Pbf - Merseburg-Elisabethhöhe. W 10
6358;-326;4.484;Bitterfeld. W 237 - Bitterfeld Abzw Hi (Le). W 5
6359;3.234;4.348;Bitterfeld Abzw Hi (Kr). W 3 - Bitterfeld Abzw Hi (Hl). W 1
6360;-1.034;23.085;Leipzig Hbf. Gl 8 - Eilenburg. W 8
6361;16;8.677;Leipzig Hbf. Gl 15 - Leipzig-Connewitz. W 11
6362;2.745;164.322;Leipzig-Connewitz. W 10 - NL-Grenze km 151.700 - Hof (Saale) Hbf. W 121                    ab km 151.698 alte Strecke 5020
6363;-89;115.936;Leipzig Hbf. Gl 21 - Dresden-Neustadt. Gl 16
6364;10;950;Leipzig Püchauer Str Abzw C. W 649 - Abzw. D. W 651
6365;7.526;12.228;Engelsdorf (b Leipzig). W 442 - Borsdorf (Sachs). W 52
6366;15;43.765;Leipzig Hbf. Gl 25 - Geithain. W 9
6367;-305;32.389;Leipzig Hbf. Gl 4 - Großkorbetha. W 211
6368;-247;787;Leipzig Hbf Ost. W 488 - Leipzig Hbf West. W 187. (Tunnel)
6369;-1.744;17.828;Leipzig-Wahren. W 2 - Engelsdorf (b Leipzig). W 442
6370;0;1.047;Wiederitzsch. W 46 - Neuwiederitzsch. W 31
6371;2.186;6.615;Leipzig Abzw Anger. W 3 - Leipzig-Heiterblick. W 1
6372;-28;848;Leipzig-Paunsdorf. W 52 - Engelsdorf (b Leipzig). W 310
6373;0;2.051;Engelsdorf (b Leipz) Stw 8. W 436 - Engelsdorf (b Leipz) Stw 4.W 203
6374;-10;1.801;Engelsdorf (b Leipzig) Stw 4. W 204 - Engelsdorf (b Leipzig) Stw 1.W 3
6375;1.585;7.299;Engelsdorf (b Leipzig). W 11 - Leipzig-Connewitz. W 2
6376;-17;702;Leipzig Abzw Tabakmühle. W 101 - Leipzig Bayer Bf. Stw 3. W 90
6377;-15;10.659;Leipzig Bayer Bf - Gaschwitz. W 119
6378;10.569;14.987;Gaschwitz. W 118 - Böhlen (b Leipzig). W 44
6379;963;11.019;Leipzig-Plagwitz. W 84 - Gaschwitz. W 116
6380;312;3.169;Leipzig-Leutzsch. W 4a - Leipzig-Wahren. W 603
6381;-6;1.220;Leipzig-Wahren. Abzw S. W 702 - Abzw L. W 3
6382;40;9.008;Leipzig-Wahren - Leipzig-MTh Bf. G-Bahn
6383;6.147;166.666;Leipzig-Leutzsch. W 2 - Probstzella - NL-Grenze km 166.666 - (Hochstadt-Marktzeuln)
6384;27.528;29.601;Unterschwöditz. W 5 - Zeitz. Stw W 1. W 47
6385;-156;61.731;Neukieritzsch. W 3 - Chemnitz Hbf. Gl 85
6386;-331;102.612;Borsdorf (Sachs). W 5 - Abzw B Coswig (b Dresden). W 214
6387;104.795;109.836;Schkeuditz. W 3 - Leipzig-Wahren. W 5
6388;-882;1.705;Neuwiederitzsch. W 22a - Leipzig-Mockau. W 12
6389;10.180;20.965;Bad-Lauchstädt. W 1 - Angersdorf. W 5
6390;27.645;29.582;Unterschwöditz.W6 --KrzbauwerkZn-- - Zeitz Stw B2. W 46a
6391;18.428;20.596;Trachenau. W 1 - Neukieritzsch. W 10
6392;-21;1.213;Delitzsch oberer Bf. W 40 - Abzw Ah. W 102
6393;;;Ilsenburg - NL-Grenze km 29.080 - (Vienenburg)
6397;;;Bitterfeld (Weiche 6762) - Abzw. Roitsch. W 7007
6399;0;18.317;Oebisfelde. W 736 - NL-Grenze km 0.600 - Fallersleben. W 359 (Planungstitel)
6400;-36;17.720;Eilsleben (b Magdeburg) Pbf - NL-Grenze km 14.8 - Helmstedt                             ab km 14.850 alte Strecke 1944
6401;0;53.950;Stendal - NL-Grenze km 33.03 - Wittenberge. W 85
6402;0;58.730;Magdeburg Hbf - Stendal
6403;0;123.690;Magdeburg Hbf - Leipzig Hbf. Gl 9
6404;-369;58.330;Magdeburg Hbf. W 124 - Halberstadt. W 88
6405;65.625;86.905;Wegeleben. W 1 - Thale Hbf
6406;-726;24.222;Schönebeck (Elbe). W 146 - Glindenberg. W 6
6407;-786;2.855;Magdeburg-Buckau Rbf. W 257 - Wolfsfelde. W 1
6408;-53;2.321;Abzw. Brücke. W 1 - Magdeburg-Rothensee Rbf. W 57
6409;-224;55.618;Abzw. Glindenberg. W 3 - Oebisfelde. W 186
6410;-20;30.320;Biederitz. W 59 - Trebnitz
6411;0;81.268;Trebnitz - Leipzig Hbf. Gl 12
6412;-103;2.072;Güterglück Stw Gwf. W 133 - Stw Gmi. W 3
6413;-21;1.376;Güterglück Stw Gk. W 152 - Stw Gs. W 28
6414;-599;26.884;Wiesenburg (Mark). W 8 - Roßlau (Elbe). Abzw Ra. W 304
6415;16.559;17.688;Roßlau (Elbe). Abzw Rvb. W 6 - Roßlau (Elbe) Rbf. W 126
6416;25.042;26.142;Roßlau (Elbe). Abzw Ai. W 4 - Roßlau (Elbe) Rbf. W 4
6417;229.275;233.830;Roßlau (Elbe). Abzw Aw. W 6 - Roßlau (Elbe). W 37
6419;-235;21.182;Dessau Hbf. W 86 - Köthen. Gl 3
6420;-661;43.920;Köthen. Gl 3 - Aschersleben. W 11
6421;0;2.041;Köthen. Stw B 4. W 137 - Köthen. Stw W 7. W 206
6422;-21;1.423;Abzw.Seehof. W 3 - Abzw. Werkleitz. W 1
6423;415;28.730;Schönebeck (Elbe). W 137 - Güsten. W 31
6425;123;39.571;Heudeber-Danstedt. W 37 - Oker. W 69                                ab km 23.220 alte Strecke 1934
6426;0;16.944;Borstel (Kr Stendal). W 23 - Niedergörne
6427;;;Staffelde - Bindfelde (nördliche Verbindung)
6428;;;Staffelde - Bindfelde (südliche Verbindung)
6429;-650;10.679;Mockrehna. W 29 - Gneisenaustadt Schildau
6430;5;5.265;Halle (Saale) Hbf. Abzw Al. W 4 - Halle (S) Gbf Stw Hg 18 - Stw Hg 3 - Halle (Saale) Gbf. Abzw AM. W 209
6431;41.691;44.927;Zeitz Abzw Zn. W 3 - Zeitz. W 225
6432;11.024;21.420;Narsdorf Bogendreieck. W 58 - Penig. W 1
6433;-33;4.557;Leipzig-Plagwitz. W 138 - Lindenau
6434;;;Magdeburg Hbf - Magdeburg Hasselbachplatz
6435;;;Halle (Saale) Gbf - Halle (Saale) Hbf
6441;0;98.430;Dömitz - Wismar
6442;0;20.003;Hagenow Land - Holthusen. W 22
6443;870;9.228;Abzw Riekdahl. W 1 - Rostock Seehafen Nord
6444;27.864;30.687;Abzw Dalwitzhof. W 1 - Rostock Gbf
6445;-381;15.173;Güstrow. W 84 - Schwaan. W 1
6446;299;30.231;Bützow. W 49 - Rostock Hbf. W 39
6447;-22;2.347;Lalendorf Ost. W 3 - Lalendorf. W 54
6448;-894;13.069;Kavelstorf (Kr Rostock). W 3 - Rostock Seehafen. W 1045
6449;0;650;Abzw Warnowbrücke West. W 503 - Rostock Gbf. Stw B 1. W 8
6500;45.958;74.726;Abzw Karow Nord. W 13 - Fichtengrund. W 22
6501;0;13.941;Berlin-Wilhelmsruh - Abzw Schönwalde. W 1
6502;-263;24.255;Basdorf. W 9 - Groß Schönebeck (Schorfheide)
6503;23.102;36.479;Wensickendorf. W 8 - Liebenwalde
6504;735;65.575;Kremmen. W 52 - Wittstock (Dosse). W 34
6505;42;37.076;Nauen - Oranienburg. W 302
6506;-53;1.744;Abzw Wustermark Awn. W 1 - Abzw Wustermark Awb. W 1
6507;-1.030;3.199;Golm. W 7 - Werder (Havel). W 4
6508;-13;2.350;Nauen. Stw Nmt - Nauen. Berliner Straße. G-Bahn
6509;387;25.780;Nauen. W 111 - Velten (Mark)
6510;-117;186;Priort. W 72 - Anschluß Elsgrund. G-Bahn
6511;-189;39.829;Jüterbog. W 122 - Beelitz Stadt. W 1
6512;56.463;125.570;Brandenburg - NL-Grenze km 112.500 - Neustadt (Dosse)
6513;0;2.395;Abzw Jüterbog Neues Lager. W 13 - Abzw Dennewitz. W 2
6514;-371;40.461;Zossen. W 3 - Jüterbog. W 95
6515;755;8.810;Königs Wusterhausen. W 75 - Schöneicher Plan. W 7
6516;-11;10.700;Mittenwalde (Mark) Ost. W 11 - Töpchin
6517;-10;7.830;Teltow. W 68 - Teltow Hafen. G-Bahn
6518;19.950;37.950;Teltow - Zossen
6519;-1.211;6.850;Berlin-Grünau - Flughafen Berlin-Schönefeld Süd. G-Bahn
6520;-817;57.929;Grunow (Niederlausitz). W 21 - Königs Wusterhausen. W 8
6521;27;33.224;Fürstenwalde (Spree) - Beeskow. W 10
6522;-16;1.287;Schneeberg (Mark). W 102 - Groß Briesen. W 101
6523;-217;24.554;Kietz. W 71a - Booßen. W 16
6524;0;92.537;Fürstenwalde (Spree) - Abzw Alt Bliesdorf. W 1
6525;-21;1.851;Werbig Pbf. W 101 - Werbig Gbf. W 18
6526;157;2.430;Rehfeld (Oderbruch) - Voßberg
6527;0;1.522;Groß Neuendorf - Groß Neuendorf Hafen
6528;13.839;61.410;Ahrensfelde. W 36 - Wriezen. W 15
6529;-546;12.260;Wriezen. W 56 - Neu Rüdnitz (DB Grenze)
6530;0;13.280;Strausberg - Möllensee Hafen
6531;6.126;7.900;Biesdorfer KrWest.W37 --Magervieh-- - Ehem Abzw Sgn. W 40
6532;-98;4.261;Hoppegarten (Mark) - Anschluß Umspannwerk. G-Bahn
6533;-655;4.548;Fredersdorf (b Berlin). W 13 - Rüdersdorf (b Berlin)
6534;-332;4.935;Müncheberg (Mark). W 1 - Buckow (Märkische Schweiz)
6535;-138;10.244;Berlin-Nordost. W 219 - Berlin-Blankenburg. G-Bahn
6536;-21;6.248;Abzw Wiesenau. W 1 - Oderdeich
6537;-17;1.500;Abzw Neu Rüdnitz - Oderdamm
6538;-16;1.161;Neu Manschnow. W 1 - Oder
6539;0;15.340;Müncheberg (Mark) - Hasenfelde
6540;10;1.340;Berlin-Buchholz - Berlin-Niederschönhausen
6541;0;20.450;Teltow - Berlin-Grünau. W 107
6542;-271;56.668;Treuenbrietzen. W 1 - NL-Grenze km 37.940 - Brandenburg Hbf
6543;26.700;37.400;Mittenwalde (Mark) Nord - Zossen. W 104
6544;6.802;7.459;Mittenwalde (Mark). Abzw. W 1 - Gallun Dorf. W 1
6545;0;1.750;Berlin-Wuhlheide Rbf - Grabensprung
6546;11.700;26.940;Lichtenfelde Süd - Rehbrücke
6547;0;1.283;Lichtenrade - Lichtenrade Ost
6548;14.990;16.086;Heerstraße - Olympiastadion
6549;-11;3.900;Hubertushöhe. W 1 - Küchensee
6550;0;12.000;Berlin-Tegel. W 74 - Berlin-Blankenburg
6551;0;1.000;Berlin-Tegel - Berlin-Tegel Hafen
6552;0;923;Berlin Lübars - Berlin-Rosenthal. G-Bahn
6553;18.960;21.644;Preußnitz. B 1 - Belzig (Mark)
6554;-53;3.075;Fauler See. W 1 - Güldendorf
6555;-63;2.385;Belzig (Mark). W 61 - Preußnitz. B 2
6556;0;8.500;Bötzow --Nieder Neuendorf-- - Spandau West
6557;0;2.460;Elstal (Kr Nauen) - Wustermark Rbf (Planungstitel)
6558;20.400;27.600;Abzw Wüste Kunersdorf - Frankfurt (Oder) Pbf. Gleis 206
6570;0;13.640;Dahme (Mark) - Uckro. W 24
6571;-563;8.100;Ruhland. W 23 - Lauchhammer Ost
6572;0;5.799;Abzw Preilack. W 1 - Jänschwalde. W 2
6573;-125;27.196;Forst (Lausitz). W 55 - Betriebsbahnhof Guben Süd. W 5
6574;-6;1.280;Forst (Lausitz). Stw Abc. W 1 - Forst (Lausitz). Stw Abg. W 1
6575;44;30.704;Weißwasser (Oberlausitz) - Forst (Lausitz). W 8
6576;470;8.150;Weißwasser (Oberlausitz). W 59 - Bad Muskau (DB Grenze)
6577;1.090;15.960;Horka Gbf. W 38 - Lodenau. G-Bahn
6578;567;23.650;Kamenz (Sachs). W 52 - Bischofswerda
6579;1.975;32.836;Abzw Stiebitz. W 3 - Abzw Weißkollm. W 9
6581;21.924;39.958;Baruth (Sachs). W 2 - Radibor (Sachs). W 15
6582;1.237;13.253;Schlauroth. Abzw Svt. W 1 - Königshain-Hochstein
6584;800;19.335;Großpostwitz. W 19 - Löbau (Sachs). Gl 28
6586;97.690;97.871;(Rumburk) - Staatsgrenze km 12.6 - Ebersbach (Sachs)
6587;57;8.672;Ebersbach (Sachs). W 63 - Abzw Höllengrund. W 15
6588;-19;23.707;Mittelherwigsdorf (Sachs). W 3 - Eibau. W 11
6589;-351;23.440;Zittau. W 94 - km 8.4 - (PKP) - km 21.0 - Hagenwerder. Gl 1
6590;207.447;218.576;Görlitz. Krzg - Hagenwerder
6591;89;15.400;Finsterwalde (Niederlausitz). W 12 - Annahütte. G-Bahn
6592;-754;17.315;Finsterwalde (Niederlausitz). W 70 - Crinitz (Niederlausitz). G-Bahn
6593;135;24.014;Neupetershain. W 52 - Hoyerswerda. G-Bahn. W 17
6594;0;3.067;Awanst Kamenz (Sachs) Nord - Ldst Kamenz (Sachs) Nord. Gl 1
6595;-573;9.309;Straßgräbchen-Bernsdorf (Ol). W 27 - Zeißholz. Gl 1. G-Bahn
6596;25;1.430;Awanst Seidau. W 1 - Seidau (Spreetalbahn). G-Bahn
6597;0;2.734;Charlottenhof (Oberlausitz).W5 - Charlottenhof (Oberlausitz). Stw Awan
6600;198;30.750;Neustadt (Sachs). W 29 - Weißig-Bühlau
6602;0;2.100;Abzw Pirna-Copitz. W 203 - Mockethal. G-Bahn
6603;0;17.725;Pirna. Gl 52 - Gottleuba. G-Bahn
6604;1.687;8.230;Pirna Süd. W 1 - Großcotta. G-Bahn
6605;-830;38.000;Heidenau. W 56 - Altenberg (Erzgeb). Gl 1
6606;-367;39.415;Dresden-Klotzsche. Gl 36 - Straßgräbchen-Bernsdorf (Ol). W 1
6607;236;;Dresden-Klotzsche.  Dresden Flughafen
6608;408;4.531;Dresden-Friedrichstadt. W 309 - Dresden-Altstadt Elbufer. W 13. G-Bahn
6609;0;6.060;Abzw Freital Ost. W 9 - Dresden-Gittersee. Gl 2. G-Bahn.
6610;0;1.349;Abzw Elbgaubad - Neusörnewitz
6612;895;5.054;Riesa Hafen - Riesa. Gl 53. G-Bahn
6613;874;33.765;Riesa. W 405 - Nossen. W 36
6614;0;63.099;Nossen. Gl 21 - Hermsdorf-Rehefeld (DB-Grenze)
6615;61;7.694;Freiberg (Sachs). Gl 5 - Halsbrücke. W 14. G-Bahn
6616;-320;11.790;Berthelsdorf (Erzgeb). W 7 - Großhartmannsdorf
6617;-253;4.333;Brand-Erbisdorf. W 1 - Langenau (Sachs). Gl 2
6618;-442;22.437;Pockau-Lengefeld. W 44 - Neuhausen (Erzgeb). Gl 1
6619;690;58.140;(DB-Grenze) Reitzenhain - Flöha. W 33
6620;-427;37.850;Roßwein. W 34 - Niederwiesa. W 52
6621;0;2.411;Abzw Plattenthal. W 1 - Plattenthal. Leichtbaupl.-Werk.G-Bahn
6622;40;5.910;Königswalde (Erzgeb) ob Bf. W 4 - Annaberg-Buchholz ob Bf. Gl 2
6623;583;19.016;(Vejprty) - Bahnverwaltungsgrenze km 0.583 -  Bärenstein(Kr Annaberg) - Annaberg-Buchholz unt Bf. Gl5
6624;-136;24.072;Annaberg-Buchholz Süd. W 51 - Schwarzenberg (Erzgeb). W 10
6625;-20;5.419;Walthersdorf (Erzgeb). W 6 - Crottendorf ob Bf. Gl 2
6626;-721;17.333;(Potucky) - Bahnverwaltungsgrenze km 46.200 - Johanngeorgenstadt - Schwarzenberg (Erzgeb). W 11
6627;-573;2.730;Waldheim. W 6 - Kriebethal. G-Bahn
6628;84;5.560;Mittweida. W 43 - Dreiwerden. G-Bahn
6629;-878;82.254;Glauchau (Sachs). W 121 - Wurzen. W 4
6630;-16;1.495;Abzw Leisenau. W 1 - Abzw Muldebrücke. W 1
6631;-129;20.430;Waldheim. W 40 - Rochlitz (Sachs). W 28
6632;43;10.017;Rochlitz (Sachs). W 28 - Narsdorf. W 48
6633;-147;23.795;Wechselburg. W 28 - Küchwald
6635;0;15.494;Küchwald. Gl 3 - Wüstenbrand. W 29
6636;0;6.933;Limbach (Sachs). Gl 13 - Wittgensdorf ob Bf. W 14
6637;0;2.030;Limbach (Sachs). Gl 1 - Oberfrohna. Gl 2
6638;0;2.760;Limbach (Sachs). Gl 1 - Kändler. G-Bahn
6639;0;36.933;Zwönitz - Chemnitz Süd. W 27
6640;-174;13.241;Neuoelsnitz. W 1 - Wüstenbrand. W 26
6641;-140;20.332;Stollberg (Sachs). W 1 - St Egidien. W 39
6642;3.109;5.804;Schlema ob Bf. Gl 1 - Schlema unt Bf. W 30. G-Bahn
6644;301;43.917;Annaberg-Buchholz unt Bf. Gl 5 - Flöha. W 40
6645;-573;64.738;Chemnitz Hbf. W 160 - Blauenthal
6646;469;9.133;Zwickau (Sachs) Hbf. W 41 - Mosel. W 3. G-Bahn
6647;0;9.029;Reichenbach (Vogtl) ob Bf - Göltzschtalbrücke
6648;0;46.800;Herlasgrün. W 4 - Oelsnitz (Vogtl)
6649;-235;10.364;Falkenstein (Vogtl). W 4 - Muldenberg. W 14
6650;-2.337;33.651;Zwickau (Sachs) Hbf. W 62 - Falkenstein (Vogtl). W 23
6651;-286;8.560;Zwotental. W 3 - Klingenthal. Gl 1 - Bahnverwaltungsgrenze km 8.777
6652;-182;1.920;Werdau. W 166 - Werdau West
6653;0;68.315;Werdau West - Mehltheuer. W 30
6654;0;3.800;Zeulenroda unterer Bf. Gl 2 - Zeulenroda oberer Bf. Gl 1a
6655;-497;13.700;Neumark (Sachs). W 3 - Greiz. Gl 17
6656;-195;14.995;Schönberg (Vogtl). W 9 - Schleiz. Gl 1
6657;-400;20.066;Schönberg (Vogtl). W 3 - Hirschberg (Saale). Gl 1
6658;0;15.262;Schleiz. W 1 - Saalburg (Saale). Gl 2
6659;-442;9.007;Crossen an der Elster. W 9 - Eisenberg (Thür). W 20
6660;-402;10.942;Seelingstädt (b Werdau). W 1 - Schmirchau
6661;0;25.435;Meuselwitz - Raitzhain. W 1
6662;33;3.872;Dresden-Altstadt. W 265 - Dresden Altstadt Elbufer. G-Bahn
6663;71.280;114.250;Schönheide Ost. Gl 1 - Adorf (Vogtl). W 54
6664;-16;15.279;Oschatz. W A1 - Röderau. W 6. G-Bahn
6665;-182;1.500;Schönfeld-Wiesa. W 1 - Schönfeld-Wiesa. Papierfabrik
6666;26.240;26.875;(DB-Grenze) Sebnitz (Sachs) Grenze - Sebnitz (Sachs). W 2
6667;0;12.803;Lengenfeld (Vogtl) - Göltzschtalbrücke
6668;0;1.600;Neschwitz - Wetro Feuerfest GmbH
6669;0;12.740;Lottengrün - Plauen (Vogtl)-Chrieschwitz
6670;0;9.457;Olbernhau-Grünthal - Deutschneudorf
6674;0;26.000;Zwönitz - Scheibenberg
6675;0;4.006;Heidenau. W 60 - Grunau. Werk Papierfabrik Heidenau
6680;0;22.211;Naumburg (Saale) Hbf. Gl 4 - Teuchern. W 37
6681;2.396;25.361;Weimar. Berkaer Bf. Gl 2 - Kranichfeld. Gl 1
6682;-397;8.832;Niederpöllnitz. W 27 - Münchenbernsdorf. Gl 2. G-Bahn
6683;45;69.010;Triptis. W 30 - Marxgrün. W 3                                       ab km 63.410 alte Strecke 5022
6684;-133;11.788;Orlamünde. W 9 - Pößneck unterer Bf. Gl 1
6685;0;4.406;Rudolstadt-Schwarza. Gl 11 - Bad Blankenburg (Thüringerw). W 2
6686;-243;19.550;Hockeroda. W 553 - Wurzbach (Thür). W 21
6687;-13;364;Probstzella. W 1A - Probstzella. W 2A. Verbindungskurve
6688;-457;26.590;Probstzella. W 60 - Neuhaus am Rennweg. Gl 3
6689;38.510;45.362;Lauscha. Gl1 - Ernstthal a Rennsteig. W 3
6690;-260;25.070;Rottenbach. W 35 - Katzhütte. Gl 1
6691;0;3.980;Obstfelderschmiede - Cursdorf. Seilzugbahn
6692;15.754;33.440;Raunstein (Thür) - Sonneberg (Thür) Hbf. W 59
6693;-524;15.952;Eisfeld. W 1 - NL-Grenze km 1.26 - Raunstein (Thür). W 13
6694;-759;33.587;Plaue (Thür). W 3 - Rennsteig. Gleis 3
6695;-478;20.700;Ilmenau. W 1 - Großbreitenbach (Thür). Gl 1
6696;0;16.060;Suhl. Gl 3 - Schleusingen. W 30
6697;-252;35.930;Gotha. W 8 - Gräfenroda. Gl 1
6698;-552;31.345;Zella-Mehlis. W 4 - Wernshausen. W 2
6699;-315;9.700;Schmalkalden. W 30 - Kleinschmalkalden. Gl 1
6700;-132;3.341;Kleinschmalkalden. W 9 - Auwallenburg. G-Bahn
6702;-238;10.077;Fröttstädt. W 21 - Friedrichroda. Gl 1
6703;-222;22.742;Bad Salzungen. W 110 - Unterbreizbach. Gl 6
6704;-578;27.915;Dorndorf (Rhön). W 7 - Kaltennordheim. Gl 1
6705;0;4.447;Abzw Leimbach-Kaiseroda. W 1 - Oberrohn. W 1
6707;0;25.357;Gerstungen. Gl 3 - Vacha. W 2                                       ab km 7.680 alte Strecke 3814
6708;33.439;62.440;Rennsteig. W2 - Themar. W2
6709;19.320;28.518;Wurzbach (Thür). W 21 - Unterlemnitz. W 5
6710;8.225;131.192;Silberhausen. W 8 - Treysa. W 8.G-Bahn                              ab km 37.380 alte Strecke 3930
6711;270;2.358;Weimar. W102 - Weimar. Berkaer Bf. W10
6712;-196;14.560;Bufleben. W 21 - Friedrichswerth (Thür). Gl 2
6713;-91;7.591;Gräfentonna. W 7  - Bad Langensalza. W 34
6714;0;32.259;Ballstädt - Straußfurt. W 58
6715;-470;14.100;Kühnhausen. W 14 - Döllstädt. W 1
6717;0;41.485;Bleicherode Ost. Gl 3 - Herzberg(harz). W 24                        ab km 26.594 alte Strecke 1814
6718;-187;7.692;Hohenebra. W 9 - Abzw Ebeleben. W 16. G-Bahn
6719;0;30.430;Greußen - Menteroda
6720;-1.019;25.742;Abzw Ebeleben. W 16 - Mühlhausen. W 131
6721;-348;53.049;Straußfurt. W 64 - Großheringen. W 21
6722;-1.202;15.042;Berga-Kelbra. W 3 - Stolberg (Harz). Gl 1
6723;-546;7.700;Oberröblingen (Helme). W 7 - Allstedt. Gl 2. G-Bahn
6724;15;1.135;Reinsdorf (b Artern). W 8 - Reinsdorf (b Artern). W 9
6725;-549;31.191;Bretleben. W 1 - Sondershausen. W 3
6726;0;53.337;Naumburg (Saale) Hbf. Gl 4 - Reinsdorf (b Artern). W 1
6727;-525;19.850;Laucha (Unstrut). W 52 - Lossa (Finne). Gl 3. G-Bahn
6728;-122;3.381;Abzw Bernterode. W 101 - Deuna-Zementwerk. G-Bahn
6729;-467;6.345;Georgenthal (Thür). W 1 - Tambach-Dietharz. Gl 2. G-Bahn
